School Expenditure/Student,Teacher-Student Ratio,Test Score Percentile,Mean Parent Income,HS Dropout Rate,Teenage Birth Rates
6.299,14.7,4.493,,-0.012,
6.299,14.7,4.493,74000,-0.012,0.108
8.565,12,10.016,,-0.033,
8.565,12,10.016,52500,-0.033,0.097
8.565,12,10.016,,-0.033,
6.274,11.6,0.131,,,
6.274,11.6,0.131,,,
6.274,11.6,0.131,,,
7.265,15.2,10.943,87500,-0.024,0.109
7.265,15.2,10.943,,-0.024,
7.265,15.2,10.943,60800,-0.024,0.084
7.265,15.2,10.943,,-0.024,
5.889,13.2,6.98,58800,0.003,0.126
5.889,13.2,6.98,64100,0.003,0.107
5.889,13.2,6.98,46500,0.003,0.24
6.307,16.2,8.914,55100,-0.017,0.075
6.307,16.2,8.914,51100,-0.017,0.111
6.307,16.2,8.914,50400,-0.017,0.085
6.307,16.2,8.914,75900,-0.017,0.107
7.169,12.6,10.092,,,
7.169,12.6,10.092,,,
7.169,12.6,10.092,,,
7.169,12.6,10.092,61000,,0.121
5.823,16.4,2.301,71300,0.009,0.135
5.823,16.4,2.301,,0.009,
5.823,16.4,2.301,79300,0.009,0.157
7.039,14.4,7.094,56400,-0.011,0.175
7.039,14.4,7.094,,-0.011,
7.039,14.4,7.094,52600,-0.011,0.102
7.039,14.4,7.094,,-0.011,
7.039,14.4,7.094,,-0.011,
7.039,14.4,7.094,71300,-0.011,0.115
7.759,13,5.696,62800,-0.03,0.066
7.759,13,5.696,,-0.03,
7.759,13,5.696,71900,-0.03,0.095
6.915,15.1,-1.788,64300,0.012,0.113
6.915,15.1,-1.788,60700,0.012,0.102
6.915,15.1,-1.788,102200,0.012,0.122
6.915,15.1,-1.788,63100,0.012,0.097
6.915,15.1,-1.788,73800,0.012,0.099
8.744,11.2,,,,
6.896,11.9,9.69,,-0.034,
6.896,11.9,9.69,,-0.034,
6.896,11.9,9.69,,-0.034,
6.896,11.9,9.69,,-0.034,
7.078,15.5,-1.948,76900,0.003,0.152
7.078,15.5,-1.948,64500,0.003,0.099
7.078,15.5,-1.948,51500,0.003,0.154
7.078,15.5,-1.948,63500,0.003,0.108
6.737,13.8,6.023,,-0.031,
6.737,13.8,6.023,71300,-0.031,0.119
6.737,13.8,6.023,68400,-0.031,0.135
6.737,13.8,6.023,,-0.031,
6.737,13.8,6.023,59500,-0.031,0.121
6.038,14.6,5.513,77500,-0.004,0.127
6.038,14.6,5.513,,-0.004,
6.038,14.6,5.513,,-0.004,
7.74,11.7,10.549,,,
7.74,11.7,10.549,80700,,0.078
6.731,13.9,-19.811,49500,-0.006,0.119
6.731,13.9,-19.811,,-0.006,
6.731,13.9,-19.811,34000,-0.006,0.257
6.015,19.6,-10.295,71000,0,0.177
6.015,19.6,-10.295,64000,0,0.195
6.015,19.6,-10.295,,0,
6.015,19.6,-10.295,102500,0,0.138
6.015,19.6,-10.295,81700,0,0.148
6.64,17.9,-9.153,84400,-0.002,0.177
6.64,17.9,-9.153,,-0.002,
6.64,17.9,-9.153,69800,-0.002,0.215
6.64,17.9,-9.153,89700,-0.002,0.137
6.121,17.5,-7.491,75700,-0.011,0.209
6.121,17.5,-7.491,,-0.011,
6.244,16.8,,,,
8.513,14.3,1.881,109100,0.015,0.093
8.513,14.3,1.881,70800,0.015,0.078
7.825,13.8,3.676,68100,,0.116
7.825,13.8,3.676,61900,,0.087
7.825,13.8,3.676,48300,,0.13
7.825,13.8,3.676,58900,,0.1
8.352,14.6,6.585,88600,,0.085
8.352,14.6,6.585,69500,,0.117
8.352,14.6,6.585,60900,,0.088
8.352,14.6,6.585,75900,,0.075
8.352,14.6,6.585,84300,,0.082
7.967,18.7,-3.101,74700,0.007,0.155
7.967,18.7,-3.101,108500,0.007,0.087
7.967,18.7,-3.101,91200,0.007,0.133
7.967,18.7,-3.101,104200,0.007,0.107
7.967,18.7,-3.101,66400,0.007,0.203
7.967,18.7,-3.101,89900,0.007,0.088
7.967,18.7,-3.101,82100,0.007,0.139
7.967,18.7,-3.101,123500,0.007,0.057
7.967,18.7,-3.101,158700,0.007,0.065
7.967,18.7,-3.101,129700,0.007,0.091
7.967,18.7,-3.101,139900,0.007,0.061
7.967,18.7,-3.101,52100,0.007,0.215
,15.4,-0.599,179300,-0.005,0.032
,15.4,-0.599,105200,-0.005,0.147
,15.4,-0.599,54300,-0.005,0.143
,15.4,-0.599,193000,-0.005,0.033
,15.4,-0.599,132300,-0.005,0.121
,15.4,-0.599,109100,-0.005,0.068
,15.4,-0.599,198400,-0.005,0.031
,15.4,-0.599,81400,-0.005,0.133
,15.4,-0.599,221600,-0.005,0.042
,15.4,-0.599,118700,-0.005,0.041
,15.4,-0.599,123600,-0.005,0.103
,15.4,-0.599,106500,-0.005,0.058
,15.4,-0.599,134000,-0.005,0.048
,,5.938,149600,-0.012,0.057
,,5.938,89100,-0.012,0.068
5.091,17.4,-13.662,78700,0.033,0.173
5.091,17.4,-13.662,46300,0.033,0.233
5.091,17.4,-13.662,70500,0.033,0.169
5.091,17.4,-13.662,48500,0.033,0.204
5.091,17.4,-13.662,55400,0.033,0.213
5.411,16.3,-15.373,,-0.025,
5.411,16.3,-15.373,45400,-0.025,0.252
4.614,18.1,-10.46,53000,-0.009,0.251
4.614,18.1,-10.46,62400,-0.009,0.238
5.37,17.1,-13.802,50900,-0.029,0.196
5.37,17.1,-13.802,,-0.029,
5.37,17.1,-13.802,41900,-0.029,0.234
4.674,16.6,-7.413,58800,-0.014,0.244
4.674,16.6,-7.413,44800,-0.014,0.239
4.674,16.6,-7.413,49000,-0.014,0.242
7.364,14.1,-9.72,,-0.033,
7.364,14.1,-9.72,,-0.033,
5.51,16.6,-6.376,53700,0.008,0.232
5.51,16.6,-6.376,52300,0.008,0.216
5.51,16.6,-6.376,,0.008,
4.444,17.8,-16.654,55600,-0.017,0.248
4.444,17.8,-16.654,56400,-0.017,0.242
4.444,17.8,-16.654,37500,-0.017,0.325
6.57,15.7,-11.254,,0.039,
6.57,15.7,-11.254,45600,0.039,0.252
5.976,17,-7.005,57600,-0.017,0.268
5.976,17,-7.005,51900,-0.017,0.25
5.976,17,-7.005,56800,-0.017,0.314
5.976,17,-7.005,63700,-0.017,0.221
4.472,17.7,-5.96,55100,-0.025,0.168
4.472,17.7,-5.96,53200,-0.025,0.198
5.527,17.4,-16.69,128400,0.012,0.048
5.527,17.4,-16.69,51300,0.012,0.212
5.527,17.4,-16.69,79800,0.012,0.165
5.527,17.4,-16.69,47000,0.012,0.172
4.238,18.4,-18.629,39900,0.037,0.158
6.4,13.5,,,,
8.921,15.8,4.01,96100,-0.011,0.097
8.921,15.8,4.01,78300,-0.011,0.089
8.921,15.8,4.01,65400,-0.011,0.081
8.921,15.8,4.01,77700,-0.011,0.101
8.921,15.8,4.01,102300,-0.011,0.064
8.921,15.8,4.01,91600,-0.011,0.095
8.921,15.8,4.01,60400,-0.011,0.076
8.921,15.8,4.01,78000,-0.011,0.093
8.921,15.8,4.01,61400,-0.011,0.1
8.316,16,3.707,57600,-0.011,0.137
8.316,16,3.707,62800,-0.011,0.126
8.316,16,3.707,64900,-0.011,0.124
8.316,16,3.707,72200,-0.011,0.132
9.949,18.7,-1.449,42700,0.013,0.195
9.949,18.7,-1.449,58600,0.013,0.133
9.949,18.7,-1.449,151500,0.013,0.043
9.949,18.7,-1.449,244000,0.013,0.136
9.949,18.7,-1.449,123700,0.013,0.028
9.949,18.7,-1.449,59300,0.013,0.1
9.949,18.7,-1.449,97800,0.013,0.066
9.949,18.7,-1.449,106000,0.013,0.061
9.949,18.7,-1.449,208600,0.013,0.066
8.034,15.9,7.263,79200,-0.015,0.098
8.034,15.9,7.263,71600,-0.015,0.123
8.034,15.9,7.263,59700,-0.015,0.114
8.59,15.8,1.814,67200,-0.016,0.104
8.59,15.8,1.814,64100,-0.016,0.101
8.59,15.8,1.814,62500,-0.016,0.124
8.59,15.8,1.814,73800,-0.016,0.094
8.59,15.8,1.814,72300,-0.016,0.108
8.59,15.8,1.814,93300,-0.016,0.116
8.59,15.8,1.814,67900,-0.016,0.115
7.642,17.7,5.037,63100,-0.008,0.129
7.642,17.7,5.037,67400,-0.008,0.08
7.642,17.7,5.037,66000,-0.008,0.111
7.642,17.7,5.037,78600,-0.008,0.137
7.642,17.7,5.037,,-0.008,
7.642,17.7,5.037,64500,-0.008,0.12
7.642,17.7,5.037,73300,-0.008,0.104
8.67,16,0.774,71900,-0.002,0.145
8.67,16,0.774,57200,-0.002,0.141
8.67,16,0.774,73000,-0.002,0.122
8.67,16,0.774,84800,-0.002,0.081
8.67,16,0.774,58700,-0.002,0.123
9.284,14,3.69,57700,-0.021,0.119
9.284,14,3.69,60100,-0.021,0.096
9.284,14,3.69,66400,-0.021,0.087
9.433,14.6,2.784,70200,-0.008,0.106
9.433,14.6,2.784,58800,-0.008,0.104
9.433,14.6,2.784,59000,-0.008,0.106
9.084,16.2,2.093,101000,-0.012,0.076
9.084,16.2,2.093,91800,-0.012,0.082
9.084,16.2,2.093,62400,-0.012,0.126
9.084,16.2,2.093,77100,-0.012,0.091
9.08,15.7,3.245,87500,-0.016,0.107
9.08,15.7,3.245,74700,-0.016,0.085
9.08,15.7,3.245,72300,-0.016,0.094
9.08,15.7,3.245,97100,-0.016,0.116
9.08,15.7,3.245,77100,-0.016,0.113
9.08,15.7,3.245,81200,-0.016,0.081
9.08,15.7,3.245,71400,-0.016,0.122
9.08,15.7,3.245,67200,-0.016,0.097
9.08,15.7,3.245,76400,-0.016,0.112
9.08,15.7,3.245,70100,-0.016,0.083
9.08,15.7,3.245,59000,-0.016,0.104
9.628,14.3,2.667,60500,-0.007,0.137
9.628,14.3,2.667,,-0.007,
9.628,14.3,2.667,61100,-0.007,0.119
9.16,15.9,5.444,63200,-0.012,0.128
9.16,15.9,5.444,57000,-0.012,0.087
9.16,15.9,5.444,63200,-0.012,0.115
5.008,16.7,-3.716,75000,0.016,0.177
5.008,16.7,-3.716,54500,0.016,0.187
5.008,16.7,-3.716,64800,0.016,0.192
5.008,16.7,-3.716,108100,0.016,0.151
5.008,16.7,-3.716,64800,0.016,0.202
5.008,16.7,-3.716,63300,0.016,0.184
5.008,16.7,-3.716,52400,0.016,0.187
5.008,16.7,-3.716,64900,0.016,0.212
5.205,16.7,3.202,60200,0.026,0.175
5.205,16.7,3.202,57600,0.026,0.217
5.205,16.7,3.202,80600,0.026,0.169
5.205,16.7,3.202,75200,0.026,0.167
5.377,12.3,4.9,56400,,0.171
5.377,12.3,4.9,50100,,0.172
5.377,12.3,4.9,50000,,0.158
5.377,12.3,4.9,60500,,0.164
5.674,17,-2.291,45100,0.023,0.219
5.674,17,-2.291,80800,0.023,0.17
5.674,17,-2.291,112600,0.023,0.142
5.674,17,-2.291,69000,0.023,0.184
5.674,17,-2.291,73600,0.023,0.16
5.674,17,-2.291,71900,0.023,0.159
5.674,17,-2.291,49000,0.023,0.26
5.674,17,-2.291,54800,0.023,0.217
5.674,17,-2.291,78100,0.023,0.182
5.296,16.2,6.698,58900,0.021,0.188
5.296,16.2,6.698,64000,0.021,0.184
5.264,13.9,9.978,53600,0.013,0.143
5.264,13.9,9.978,84800,0.013,0.1
5.264,13.9,9.978,41700,0.013,0.182
5.723,14.2,-0.067,60000,0.026,0.19
5.723,14.2,-0.067,64500,0.026,0.122
5.723,14.2,-0.067,,0.026,
5.723,14.2,-0.067,48600,0.026,0.214
5.723,14.2,-0.067,,0.026,
5.723,14.2,-0.067,54700,0.026,0.202
5.356,16.5,-11.577,37800,0.012,0.246
5.356,16.5,-11.577,45300,0.012,0.232
5.356,16.5,-11.577,45200,0.012,0.236
5.356,16.5,-11.577,40300,0.012,0.232
5.356,16.5,-11.577,,0.012,
5.356,16.5,-11.577,44500,0.012,0.246
5.379,16.1,-0.153,45800,0.02,0.205
5.379,16.1,-0.153,53700,0.02,0.211
5.379,16.1,-0.153,51400,0.02,0.236
5.379,16.1,-0.153,87600,0.02,0.137
5.379,16.1,-0.153,52700,0.02,0.198
5.649,16.2,9.045,76200,0.024,0.152
5.649,16.2,9.045,62600,0.024,0.164
5.649,16.2,9.045,80300,0.024,0.134
5.649,16.2,9.045,49700,0.024,0.201
5.649,16.2,9.045,66600,0.024,0.156
4.926,15.7,5.556,60300,0.018,0.199
4.926,15.7,5.556,56400,0.018,0.183
4.926,15.7,5.556,52300,0.018,0.18
4.926,15.7,5.556,50000,0.018,0.149
5.897,15.3,5.39,62300,,0.169
5.897,15.3,5.39,51800,,0.233
5.897,15.3,5.39,65600,,0.173
5.897,15.3,5.39,51800,,0.168
5.897,15.3,5.39,58600,,0.206
5.897,15.3,5.39,45800,,0.191
5.897,15.3,5.39,77900,,0.146
5.897,15.3,5.39,52800,,0.246
5.897,15.3,5.39,48900,,0.247
5.897,15.3,5.39,68000,,0.202
5.897,15.3,5.39,85500,,0.12
5.023,16.3,0.758,60600,0.024,0.148
5.023,16.3,0.758,64900,0.024,0.188
5.023,16.3,0.758,48700,0.024,0.236
5.023,16.3,0.758,44600,0.024,0.242
5.023,16.3,0.758,61900,0.024,0.224
5.023,16.3,0.758,57500,0.024,0.169
5.023,16.3,0.758,49300,0.024,0.207
5.023,16.3,0.758,76600,0.024,0.193
5.73,16,-0.359,62900,,0.167
5.73,16,-0.359,83000,,0.163
5.73,16,-0.359,54400,,0.211
5.73,16,-0.359,57500,,0.201
5.73,16,-0.359,60200,,0.203
5.73,16,-0.359,62100,,0.188
5.73,16,-0.359,64400,,0.205
5.73,16,-0.359,135400,,0.08
5.73,16,-0.359,64600,,0.193
5.73,16,-0.359,128700,,0.1
5.251,16.4,2.412,59500,0.03,0.221
5.251,16.4,2.412,69300,0.03,0.196
5.251,16.4,2.412,68100,0.03,0.185
5.251,16.4,2.412,57600,0.03,0.197
4.866,16.3,-5.484,60600,0.024,0.187
4.866,16.3,-5.484,40200,0.024,0.271
4.866,16.3,-5.484,46700,0.024,0.257
4.866,16.3,-5.484,70600,0.024,0.175
4.866,16.3,-5.484,48500,0.024,0.246
4.866,16.3,-5.484,44900,0.024,0.269
4.866,16.3,-5.484,51000,0.024,0.235
5.463,15.4,-2.297,82800,0.023,0.147
5.463,15.4,-2.297,95800,0.023,0.161
5.463,15.4,-2.297,68000,0.023,0.139
5.463,15.4,-2.297,64200,0.023,0.167
5.463,15.4,-2.297,64500,0.023,0.163
4.786,16.3,-4.023,46900,0.015,0.219
4.786,16.3,-4.023,55700,0.015,0.211
4.786,16.3,-4.023,61100,0.015,0.194
5.084,15.8,-6.231,45700,0.035,0.233
5.084,15.8,-6.231,70600,0.035,0.172
5.084,15.8,-6.231,62200,0.035,0.23
5.622,14.6,3.849,48000,0.022,0.223
5.622,14.6,3.849,61000,0.022,0.144
5.622,14.6,3.849,40900,0.022,0.257
5.421,15.9,-1.009,66400,,0.149
5.421,15.9,-1.009,63200,,0.274
5.421,15.9,-1.009,73700,,0.202
5.421,15.9,-1.009,49200,,0.245
5.432,16.5,-10.284,50100,0.042,0.257
5.432,16.5,-10.284,37100,0.042,0.227
6.404,13.4,17.086,,-0.036,
6.404,13.4,17.086,,-0.036,
6.404,13.4,17.086,,-0.036,
5.257,16.4,10.253,63100,-0.034,0.084
5.257,16.4,10.253,,-0.034,
5.257,16.4,10.253,75100,-0.034,0.101
5.558,14.8,0.439,36300,-0.006,0.248
5.558,14.8,0.439,,-0.006,
5.558,14.8,0.439,63400,-0.006,0.133
5.08,18.1,10.289,,-0.027,
5.08,18.1,10.289,,-0.027,
5.08,18.1,10.289,66700,-0.027,0.077
4.748,16.5,8.783,58100,-0.027,0.07
4.748,16.5,8.783,56800,-0.027,0.081
4.748,16.5,8.783,,-0.027,
4.748,16.5,8.783,72700,-0.027,0.095
5.772,12.2,,,,
5.772,12.2,,,,
5.093,16.1,9.652,,-0.034,
5.093,16.1,9.652,,-0.034,
5.093,16.1,9.652,69800,-0.034,0.108
4.835,18.3,5.047,103900,-0.017,0.074
4.835,18.3,5.047,65400,-0.017,0.097
4.835,18.3,5.047,80400,-0.017,0.081
4.835,18.3,5.047,70900,-0.017,0.084
4.835,18.3,5.047,,-0.017,
4.879,17.3,10.804,,-0.031,
4.879,17.3,10.804,72200,-0.031,0.054
4.879,17.3,10.804,,-0.031,
4.748,16,6.691,,-0.041,
4.748,16,6.691,,-0.041,
5.665,13.9,13.552,,-0.043,
5.665,13.9,13.552,,-0.043,
5.665,13.9,13.552,,-0.043,
6.846,11.3,,,,
6.071,13.7,,,,
7.049,12.2,,,,
5.253,13.7,12.369,,-0.029,
5.253,13.7,12.369,,-0.029,
5.253,13.7,12.369,,-0.029,
6.415,12.6,-16.988,42300,0.048,0.261
6.415,12.6,-16.988,,0.048,
6.853,12.3,-22.102,,0.099,
6.853,12.3,-22.102,,0.099,
5.109,19.7,13.717,75300,,0.193
5.109,19.7,13.717,79800,,0.123
5.109,19.7,13.717,71300,,0.11
5.109,19.7,13.717,80800,,0.114
5.109,19.7,13.717,67200,,0.128
5.248,18.9,4.968,67200,,0.141
5.248,18.9,4.968,59400,,0.177
5.248,18.9,4.968,66400,,0.189
5.248,18.9,4.968,59800,,0.173
5.248,18.9,4.968,70600,,0.186
6.958,18.4,5.208,60000,,0.15
6.958,18.4,5.208,88800,,0.156
6.958,18.4,5.208,113300,,0.046
6.958,18.4,5.208,89900,,0.079
6.958,18.4,5.208,98900,,0.07
6.958,18.4,5.208,76600,,0.117
6.958,18.4,5.208,90000,,0.13
5.361,17.3,0.706,60600,-0.008,0.137
5.361,17.3,0.706,57200,-0.008,0.202
5.361,17.3,0.706,49100,-0.008,0.199
5.361,17.3,0.706,60700,-0.008,0.117
6.139,16.5,1.849,58200,-0.006,0.123
6.139,16.5,1.849,52200,-0.006,0.16
6.139,16.5,1.849,63900,-0.006,0.14
6.139,16.5,1.849,90400,-0.006,0.104
6.139,16.5,1.849,64100,-0.006,0.116
6.139,16.5,1.849,61500,-0.006,0.139
5.563,19.3,12.753,59800,,0.138
5.563,19.3,12.753,59400,,0.17
5.563,19.3,12.753,48800,,0.149
5.563,19.3,12.753,66700,,0.093
5.563,19.3,12.753,76200,,0.136
5.563,19.3,12.753,66800,,0.133
5.563,19.3,12.753,76900,,0.105
5.71,18.9,6.093,74200,,0.194
5.71,18.9,6.093,70000,,0.195
5.71,18.9,6.093,67300,,0.138
5.71,18.9,6.093,77200,,0.149
5.71,18.9,6.093,72900,,0.171
5.71,18.9,6.093,82300,,0.143
5.71,18.9,6.093,83400,,0.161
5.71,18.9,6.093,64900,,0.173
5.71,18.9,6.093,79900,,0.162
4.805,20.5,7.924,66600,,0.169
4.805,20.5,7.924,60100,,0.198
4.805,20.5,7.924,52700,,0.2
6.079,19.2,6.568,60900,-0.016,0.129
6.079,19.2,6.568,74300,-0.016,0.144
6.079,19.2,6.568,70600,-0.016,0.139
6.079,19.2,6.568,69100,-0.016,0.101
6.079,19.2,6.568,66400,-0.016,0.113
5.048,19.6,13.318,80300,,0.16
5.048,19.6,13.318,78300,,0.141
5.048,19.6,13.318,72700,,0.178
6.531,19,3.69,126800,,0.093
6.531,19,3.69,85800,,0.118
6.531,19,3.69,94100,,0.165
6.531,19,3.69,52600,,0.19
6.531,19,3.69,65700,,0.148
6.531,19,3.69,76800,,0.158
6.531,19,3.69,77000,,0.145
6.531,19,3.69,68300,,0.177
6.531,19,3.69,77000,,0.149
5.833,19,7.879,78300,,0.151
5.833,19,7.879,70700,,0.144
5.833,19,7.879,77300,,0.158
4.95,19.2,7.247,53600,,0.171
4.95,19.2,7.247,48900,,0.198
4.95,19.2,7.247,62900,,0.176
4.95,19.2,7.247,50500,,0.153
4.95,19.2,7.247,54000,,0.2
5.355,19.2,11.407,84000,,0.137
5.355,19.2,11.407,64600,,0.178
5.355,19.2,11.407,67700,,0.169
5.355,19.2,11.407,66200,,0.151
5.355,19.2,11.407,65200,,0.141
4.927,20.4,3.963,59600,,0.19
4.927,20.4,3.963,52100,,0.206
4.927,20.4,3.963,65400,,0.18
4.927,20.4,3.963,53800,,0.192
4.927,20.4,3.963,46200,,0.238
5.935,17.5,8.384,62100,-0.009,0.117
5.935,17.5,8.384,65700,-0.009,0.097
5.935,17.5,8.384,70700,-0.009,0.142
5.851,16.9,-0.284,63200,-0.003,0.141
5.851,16.9,-0.284,58700,-0.003,0.152
5.851,16.9,-0.284,64000,-0.003,0.123
5.851,16.9,-0.284,45900,-0.003,0.153
5.851,16.9,-0.284,48100,-0.003,0.173
5.851,16.9,-0.284,72200,-0.003,0.152
5.189,15.3,-4.951,39400,0.004,0.302
5.189,15.3,-4.951,46600,0.004,0.233
5.189,15.3,-4.951,42400,0.004,0.207
5.189,15.3,-4.951,64100,0.004,0.239
5.108,15.2,0.799,,-0.012,
5.108,15.2,0.799,43900,-0.012,0.235
5.108,15.2,0.799,47600,-0.012,0.135
5.108,15.2,0.799,64400,-0.012,0.177
5.108,15.2,0.799,,-0.012,
5.108,15.2,0.799,55400,-0.012,0.135
5.108,15.2,0.799,54000,-0.012,0.112
5.012,15.2,-3.446,40800,0.008,0.227
5.012,15.2,-3.446,,0.008,
5.012,15.2,-3.446,41600,0.008,0.254
5.012,15.2,-3.446,56100,0.008,0.19
5.11,14.1,1.21,52500,0.01,0.229
5.11,14.1,1.21,55300,0.01,0.19
5.11,14.1,1.21,,0.01,
5.11,14.1,1.21,47900,0.01,0.169
5.715,14.8,8.063,49000,-0.01,0.201
5.715,14.8,8.063,55600,-0.01,0.208
5.715,14.8,8.063,68500,-0.01,0.2
4.687,15.5,-1.913,45500,-0.007,0.222
4.687,15.5,-1.913,58300,-0.007,0.174
4.687,17,-3.512,77400,0.018,0.133
4.687,17,-3.512,83500,0.018,0.14
4.687,17,-3.512,63700,0.018,0.124
4.687,17,-3.512,55000,0.018,0.2
4.687,17,-3.512,52300,0.018,0.2
4.687,17,-3.512,60400,0.018,0.178
4.687,17,-3.512,77100,0.018,0.181
4.687,17,-3.512,55200,0.018,0.213
4.687,17,-3.512,41600,0.018,0.277
4.889,15.7,-2.527,59800,-0.007,0.201
4.889,15.7,-2.527,49300,-0.007,0.191
4.889,15.7,-2.527,47800,-0.007,0.251
4.889,15.7,-2.527,47800,-0.007,0.237
4.889,15.7,-2.527,43700,-0.007,0.2
4.889,15.7,-2.527,50600,-0.007,0.21
4.616,17.1,-1.779,57700,-0.009,0.207
4.616,17.1,-1.779,52300,-0.009,0.218
4.616,17.1,-1.779,43400,-0.009,0.194
4.616,17.1,-1.779,59000,-0.009,0.182
4.642,17.3,-5.513,48000,0.016,0.199
4.642,17.3,-5.513,57700,0.016,0.209
4.642,17.3,-5.513,66000,0.016,0.193
4.642,17.3,-5.513,56900,0.016,0.239
4.642,17.3,-5.513,50800,0.016,0.237
4.642,17.3,-5.513,53100,0.016,0.209
4.642,17.3,-5.513,71100,0.016,0.169
4.642,17.3,-5.513,93400,0.016,0.161
4.642,17.3,-5.513,66300,0.016,0.18
5.339,14.2,-0.373,,0.011,
5.339,14.2,-0.373,,0.011,
5.339,14.2,-0.373,63900,0.011,0.18
4.88,15.6,5.331,,-0.004,
4.88,15.6,5.331,,-0.004,
4.88,15.6,5.331,57700,-0.004,0.192
4.88,15.6,5.331,39600,-0.004,0.23
5.159,16.3,0.166,59400,-0.009,0.168
5.159,16.3,0.166,69400,-0.009,0.142
4.683,16.4,-4.907,41100,-0.009,0.3
4.683,16.4,-4.907,51000,-0.009,0.224
6.161,13.8,-8.75,38600,0.017,0.286
6.108,18.4,4.022,53000,-0.015,0.144
6.108,18.4,4.022,66800,-0.015,0.122
6.184,21.1,-3.381,103500,0.015,0.064
6.184,21.1,-3.381,80300,0.015,0.11
6.184,21.1,-3.381,70500,0.015,0.156
6.184,21.1,-3.381,78100,0.015,0.147
6.184,21.1,-3.381,77100,0.015,0.135
6.184,21.1,-3.381,78300,0.015,0.129
6.704,21.4,-2.673,118300,0.022,0.081
6.704,21.4,-2.673,74300,0.022,0.122
6.704,21.4,-2.673,91000,0.022,0.118
6.704,21.4,-2.673,121000,0.022,0.083
6.704,21.4,-2.673,93900,0.022,0.121
6.704,21.4,-2.673,61000,0.022,0.169
6.257,20.2,-1.591,68900,-0.006,0.125
6.257,20.2,-1.591,75800,-0.006,0.139
6.257,20.2,-1.591,63300,-0.006,0.148
6.257,20.2,-1.591,56900,-0.006,0.141
6.257,20.2,-1.591,,-0.006,
5.806,19.4,-4.257,62900,0.004,0.13
5.806,19.4,-4.257,61000,0.004,0.157
6.638,20.9,-1.345,61900,0.003,0.164
6.638,20.9,-1.345,79700,0.003,0.122
6.638,20.9,-1.345,55200,0.003,0.215
9.289,11.8,,,,
9.289,11.8,,,,
7.887,15.1,12.204,56800,-0.039,0.105
7.314,16,3.847,48000,-0.019,0.179
6.744,18.6,-1.692,67700,-0.001,0.122
6.744,18.6,-1.692,,-0.001,
6.744,18.6,-1.692,65400,-0.001,0.158
6.744,18.6,-1.692,59100,-0.001,0.153
5.787,21,3.153,70000,0.023,0.128
5.787,21,3.153,54100,0.023,0.138
6.849,17.5,8.2,57900,-0.039,0.111
6.472,19.4,-4.794,61800,0.022,0.128
6.472,19.4,-4.794,60100,0.022,0.143
6.699,19.6,-4.494,58000,0.007,0.186
6.699,19.6,-4.494,64700,0.007,0.188
6.699,19.6,-4.494,93000,0.007,0.135
6.699,19.6,-4.494,,0.007,
6.699,19.6,-4.494,71300,0.007,0.202
6.699,19.6,-4.494,70400,0.007,0.154
6.28,15.6,13.774,76600,-0.038,0.142
7.256,17.9,0.608,72900,-0.002,0.119
7.256,17.9,0.608,101100,-0.002,0.083
7.256,17.9,0.608,81500,-0.002,0.143
7.256,17.9,0.608,67800,-0.002,0.105
7.256,17.9,0.608,59800,-0.002,0.147
7.256,17.9,0.608,69700,-0.002,0.128
7.256,17.9,0.608,87500,-0.002,0.125
8.199,18.1,5.035,102600,-0.01,0.095
8.199,18.1,5.035,65800,-0.01,0.104
8.199,18.1,5.035,74600,-0.01,0.097
8.199,18.1,5.035,86500,-0.01,0.078
8.199,18.1,5.035,59900,-0.01,0.131
8.199,18.1,5.035,60700,-0.01,0.12
8.199,18.1,5.035,69600,-0.01,0.087
8.199,18.1,5.035,84000,-0.01,0.077
8.199,18.1,5.035,85500,-0.01,0.07
7.147,18.1,7.231,57700,-0.015,0.123
7.147,18.1,7.231,69900,-0.015,0.118
7.147,18.1,7.231,64900,-0.015,0.091
7.147,18.1,7.231,60600,-0.015,0.099
7.694,19.1,2.944,89100,-0.001,0.12
7.694,19.1,2.944,89400,-0.001,0.106
7.694,19.1,2.944,80400,-0.001,0.122
7.694,19.1,2.944,67200,-0.001,0.097
6.937,17.4,4.766,66700,-0.007,0.129
6.937,17.4,4.766,62600,-0.007,0.148
6.937,17.4,4.766,69100,-0.007,0.135
6.937,17.4,4.766,,-0.007,
8.325,17.5,7.407,66500,-0.017,0.124
8.325,17.5,7.407,79100,-0.017,0.076
7.449,19.3,0.125,65700,-0.007,0.099
7.449,19.3,0.125,95000,-0.007,0.111
7.449,19.3,0.125,94700,-0.007,0.101
6.981,17.8,6.352,89700,-0.013,0.073
6.981,17.8,6.352,60000,-0.013,0.111
6.981,17.8,6.352,60600,-0.013,0.129
6.981,17.8,6.352,62600,-0.013,0.098
7.373,18.6,5.554,72300,-0.011,0.091
7.373,18.6,5.554,83800,-0.011,0.081
7.373,18.6,5.554,78600,-0.011,0.091
7.373,18.6,5.554,75700,-0.011,0.081
7.373,18.6,5.554,72400,-0.011,0.075
7.373,18.6,5.554,66700,-0.011,0.081
7.373,18.6,5.554,68900,-0.011,0.097
6.516,18.1,5.346,99800,-0.007,0.098
6.516,18.1,5.346,61200,-0.007,0.112
6.516,18.1,5.346,68000,-0.007,0.097
6.516,18.1,5.346,78800,-0.007,0.08
5.145,17,-1.21,52200,-0.01,0.191
