STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
39,173,Wood, OH,125488,41.44828,-83.601066
39,175,Wyandot, OH,22615,40.865953,-83.298153
40,1,Adair, OK,22683,35.887523,-94.63575
40,3,Alfalfa, OK,5642,36.660625,-98.318501
40,5,Atoka, OK,14182,34.324459,-96.090179
40,7,Beaver, OK,5636,36.818228,-100.616419
40,9,Beckham, OK,22119,35.361391,-99.512486
40,11,Blaine, OK,11943,35.884817,-98.420662
40,13,Bryan, OK,42416,33.977295,-96.383822
40,15,Caddo, OK,29600,35.147225,-98.338494
40,17,Canadian, OK,115541,35.491254,-97.78114
40,19,Carter, OK,47557,34.192075,-97.20457
40,21,Cherokee, OK,46987,35.900171,-94.994163
40,23,Choctaw, OK,15205,34.020247,-95.533567
40,25,Cimarron, OK,2475,36.729185,-102.485321
40,27,Cleveland, OK,255755,35.266627,-97.447024
40,29,Coal, OK,5925,34.546448,-96.278023
40,31,Comanche, OK,124098,34.629215,-98.421648
40,33,Cotton, OK,6193,34.307791,-98.332256
40,35,Craig, OK,15029,36.675666,-95.153823
40,37,Creek, OK,69967,35.974422,-96.233839
40,39,Custer, OK,27469,35.547405,-98.839507
40,41,Delaware, OK,41487,36.463017,-94.794943
40,43,Dewey, OK,4810,36.052429,-99.06334
40,45,Ellis, OK,4151,36.265997,-99.784141
40,47,Garfield, OK,60580,36.398165,-97.883789
40,49,Garvin, OK,27576,34.735648,-97.288696
40,51,Grady, OK,52431,35.099526,-97.861894
40,53,Grant, OK,4527,36.762627,-97.774047
40,55,Greer, OK,6239,34.915219,-99.459421
40,57,Harmon, OK,2922,34.694761,-99.897993
40,59,Harper, OK,3685,36.771519,-99.757532
40,61,Haskell, OK,12769,35.237804,-95.121608
40,63,Hughes, OK,14003,35.081959,-96.32078
40,65,Jackson, OK,26446,34.653404,-99.335932
40,67,Jefferson, OK,6472,34.128114,-97.866159
40,69,Johnston, OK,10957,34.263937,-96.654549
40,71,Kay, OK,46562,36.745203,-97.128546
40,73,Kingfisher, OK,15034,35.915329,-97.912409
40,75,Kiowa, OK,9446,34.936358,-99.015436
40,77,Latimer, OK,11154,34.883191,-95.258464
40,79,Le Flore, OK,50384,35.061854,-94.641301
40,81,Lincoln, OK,34273,35.659026,-96.882293
40,83,Logan, OK,41848,35.832833,-97.439988
40,85,Love, OK,9423,33.927597,-97.171716
40,87,McClain, OK,34506,35.092174,-97.514971
40,89,McCurtain, OK,33151,34.001191,-94.816419
40,91,McIntosh, OK,20252,35.38549,-95.580112
40,93,Major, OK,7527,36.301932,-98.421761
40,95,Marshall, OK,15840,34.020632,-96.754422
40,97,Mayes, OK,41259,36.292914,-95.235555
40,99,Murray, OK,13488,34.507027,-97.028909
40,101,Muskogee, OK,70990,35.709969,-95.368317
40,103,Noble, OK,11561,36.322823,-97.233709
40,105,Nowata, OK,10536,36.775398,-95.634714
40,107,Okfuskee, OK,12191,35.44943,-96.333303
40,109,Oklahoma, OK,718633,35.519307,-97.510552
40,111,Okmulgee, OK,40069,35.61535,-95.967902
40,113,Osage, OK,47472,36.424523,-96.241685
40,115,Ottawa, OK,31848,36.858051,-94.837147
40,117,Pawnee, OK,16577,36.273127,-96.549785
40,119,Payne, OK,77350,36.091385,-97.003156
40,121,Pittsburg, OK,45837,34.957989,-95.719834
40,123,Pontotoc, OK,37492,34.773665,-96.6714
40,125,Pottawatomie, OK,69442,35.317085,-96.951814
40,127,Pushmataha, OK,11572,34.336743,-95.477215
40,129,Roger Mills, OK,3647,35.633256,-99.654582
40,131,Rogers, OK,86905,36.317138,-95.644612
40,133,Seminole, OK,25482,35.18355,-96.628173
40,135,Sequoyah, OK,42391,35.468313,-94.732692
40,137,Stephens, OK,45048,34.517163,-97.945593
40,139,Texas, OK,20640,36.71352,-101.449911
40,141,Tillman, OK,7992,34.380456,-98.972769
40,143,Tulsa, OK,603403,36.105918,-95.914798
40,145,Wagoner, OK,73085,36.011259,-95.612267
40,147,Washington, OK,50976,36.729169,-95.938601
40,149,Washita, OK,11629,35.313031,-99.056867
40,151,Woods, OK,8878,36.764048,-98.719763
40,153,Woodward, OK,20081,36.426108,-99.383837
41,1,Baker, OR,16134,44.779398,-117.765487
41,3,Benton, OR,85579,44.571181,-123.278972
41,5,Clackamas, OR,375992,45.363365,-122.57415
41,7,Clatsop, OR,37039,46.098033,-123.837442
41,9,Columbia, OR,49351,45.893189,-122.93005
41,11,Coos, OR,63043,43.305343,-124.231247
41,13,Crook, OR,20978,44.285943,-120.839327
41,15,Curry, OR,22364,42.249909,-124.328547
41,17,Deschutes, OR,157733,44.092071,-121.30565
41,19,Douglas, OR,107667,43.237447,-123.386761
41,21,Gilliam, OR,1871,45.438181,-120.194384
41,23,Grant, OR,7445,44.450864,-119.001015
41,25,Harney, OR,7422,43.522141,-118.986738
41,27,Hood River, OR,22346,45.655533,-121.563132
41,29,Jackson, OR,203206,42.34699,-122.858316
41,31,Jefferson, OR,21720,44.601999,-121.193198
41,33,Josephine, OR,82713,42.404127,-123.386809
41,35,Klamath, OR,66380,42.281867,-121.724883
41,37,Lake, OR,7895,42.490564,-120.479309
41,39,Lane, OR,351715,44.038338,-123.117351
41,41,Lincoln, OR,46034,44.712447,-124.000861
41,43,Linn, OR,116672,44.554621,-122.959618
41,45,Malheur, OR,31313,43.971312,-117.062987
41,47,Marion, OR,315335,44.96169,-122.954793
41,49,Morrow, OR,11173,45.730088,-119.612758
41,51,Multnomah, OR,735334,45.517889,-122.588705
41,53,Polk, OR,75403,44.920133,-123.211525
41,55,Sherman, OR,1765,45.522409,-120.726192
41,57,Tillamook, OR,25250,45.467428,-123.858675
41,59,Umatilla, OR,75889,45.798618,-118.952064
41,61,Union, OR,25748,45.341758,-118.019473
41,63,Wallowa, OR,7008,45.443081,-117.310593
41,65,Wasco, OR,25213,45.536003,-121.202594
41,67,Washington, OR,529710,45.48421,-122.870641
41,69,Wheeler, OR,1441,44.839441,-120.085187
41,71,Yamhill, OR,99193,45.237712,-123.140448
42,1,Adams, PA,101407,39.851863,-77.158646
42,3,Allegheny, PA,1223348,40.446249,-79.966538
42,5,Armstrong, PA,68941,40.769725,-79.511347
42,7,Beaver, PA,170539,40.684545,-80.302592
42,9,Bedford, PA,49762,40.053372,-78.477467
42,11,Berks, PA,411442,40.364226,-75.908729
42,13,Blair, PA,127089,40.485519,-78.3772
42,15,Bradford, PA,62622,41.829722,-76.526197
42,17,Bucks, PA,625249,40.238922,-75.024632
42,19,Butler, PA,183862,40.829199,-79.958665
42,21,Cambria, PA,143679,40.406479,-78.800168
42,23,Cameron, PA,5085,41.502183,-78.236901
42,25,Carbon, PA,65249,40.871762,-75.708746
42,27,Centre, PA,153990,40.841087,-77.838248
42,29,Chester, PA,498886,39.990871,-75.679351
42,31,Clarion, PA,39988,41.183479,-79.427108
42,33,Clearfield, PA,81642,40.988404,-78.495829
42,35,Clinton, PA,39238,41.141257,-77.451745
42,37,Columbia, PA,67295,41.037606,-76.390955
42,39,Crawford, PA,88765,41.665952,-80.101229
42,41,Cumberland, PA,235406,40.204609,-77.099379
42,43,Dauphin, PA,268100,40.306988,-76.796622
42,45,Delaware, PA,558979,39.921778,-75.348629
42,47,Elk, PA,31946,41.419475,-78.620668
42,49,Erie, PA,280566,42.068053,-80.071718
42,51,Fayette, PA,136606,39.949668,-79.71427
42,53,Forest, PA,7716,41.491795,-79.241027
42,55,Franklin, PA,149618,39.882739,-77.656246
42,57,Fulton, PA,14845,39.919336,-78.086385
42,59,Greene, PA,38686,39.876467,-80.117573
42,61,Huntingdon, PA,45913,40.424965,-78.002675
42,63,Indiana, PA,88880,40.616037,-79.129455
42,65,Jefferson, PA,45200,41.085708,-78.964758
42,67,Juniata, PA,24636,40.571523,-77.329618
42,69,Lackawanna, PA,214437,41.441266,-75.636058
42,71,Lancaster, PA,519445,40.073653,-76.290855
42,73,Lawrence, PA,91108,40.986592,-80.336662
42,75,Lebanon, PA,133568,40.341615,-76.442891
42,77,Lehigh, PA,349497,40.599225,-75.50897
42,79,Luzerne, PA,320918,41.199679,-75.929184
42,81,Lycoming, PA,116111,41.249888,-76.98414
42,83,McKean, PA,43450,41.865308,-78.583174
42,85,Mercer, PA,116638,41.263653,-80.336921
42,87,Mifflin, PA,46682,40.602421,-77.615982
42,89,Monroe, PA,169842,41.037307,-75.308191
42,91,Montgomery, PA,799874,40.169886,-75.313634
42,93,Montour, PA,18267,40.997428,-76.630083
42,95,Northampton, PA,297735,40.699705,-75.320519
42,97,Northumberland, PA,94528,40.873395,-76.682108
42,99,Perry, PA,45969,40.410162,-77.152841
42,101,Philadelphia, PA,1526006,40.004629,-75.139469
42,103,Pike, PA,57369,41.302232,-74.985987
42,105,Potter, PA,17457,41.822324,-77.936972
42,107,Schuylkill, PA,148289,40.713737,-76.197364
42,109,Snyder, PA,39702,40.786765,-76.981311
42,111,Somerset, PA,77742,40.031352,-79.010484
42,113,Sullivan, PA,6428,41.470773,-76.49082
42,115,Susquehanna, PA,43356,41.822623,-75.770799
42,117,Tioga, PA,41981,41.815409,-77.207281
42,119,Union, PA,44947,40.97426,-76.957803
42,121,Venango, PA,54984,41.406083,-79.766084
42,123,Warren, PA,41815,41.851752,-79.238649
42,125,Washington, PA,207820,40.204057,-80.144361
42,127,Wayne, PA,52822,41.539119,-75.3089
42,129,Westmoreland, PA,365169,40.339402,-79.591786
42,131,Wyoming, PA,28276,41.539714,-75.938352
42,133,York, PA,434972,39.942113,-76.750832
44,1,Bristol, RI,49875,41.712119,-71.283919
44,3,Kent, RI,166158,41.699105,-71.487993
44,5,Newport, RI,82888,41.548265,-71.266661
44,7,Providence, RI,626667,41.856551,-71.450538
44,9,Washington, RI,126979,41.46723,-71.589511
45,1,Abbeville, SC,25417,34.238459,-82.422325
45,3,Aiken, SC,160099,33.535417,-81.769514
45,5,Allendale, SC,10419,32.994406,-81.292207
45,7,Anderson, SC,187126,34.557505,-82.618277
45,9,Bamberg, SC,15987,33.269763,-81.074156
45,11,Barnwell, SC,22621,33.29489,-81.35449
45,13,Beaufort, SC,162233,32.323566,-80.77157
45,15,Berkeley, SC,177843,33.068108,-80.032851
45,17,Calhoun, SC,15175,33.67638,-80.819428
45,19,Charleston, SC,350209,32.822801,-79.979214
45,21,Cherokee, SC,55342,35.080073,-81.64701
45,23,Chester, SC,33140,34.702761,-81.119727
45,25,Chesterfield, SC,46734,34.682027,-80.144685
45,27,Clarendon, SC,34971,33.691189,-80.206489
45,29,Colleton, SC,38892,32.916002,-80.655455
45,31,Darlington, SC,68681,34.326829,-79.983805
45,33,Dillon, SC,32062,34.39471,-79.359942
45,35,Dorchester, SC,136555,33.000816,-80.21761
45,37,Edgefield, SC,26985,33.722044,-81.920292
45,39,Fairfield, SC,23956,34.361469,-81.073993
45,41,Florence, SC,136885,34.100049,-79.760954
45,43,Georgetown, SC,60158,33.453334,-79.269399
45,45,Greenville, SC,451225,34.847691,-82.335536
45,47,Greenwood, SC,69661,34.204262,-82.148595
45,49,Hampton, SC,21090,32.800714,-81.118468
45,51,Horry, SC,269291,33.786228,-78.940096
45,53,Jasper, SC,24777,32.427942,-81.012491
45,55,Kershaw, SC,61697,34.259654,-80.645219
45,57,Lancaster, SC,76652,34.758129,-80.74724
45,59,Laurens, SC,66537,34.504773,-82.026131
45,61,Lee, SC,19220,34.181555,-80.265139
45,63,Lexington, SC,262391,33.958732,-81.213684
45,65,McCormick, SC,10233,33.883028,-82.293659
45,67,Marion, SC,33062,34.164265,-79.336829
45,69,Marlboro, SC,28933,34.635883,-79.670645
45,71,Newberry, SC,37508,34.268079,-81.575787
45,73,Oconee, SC,74273,34.707761,-83.005464
45,75,Orangeburg, SC,92501,33.471516,-80.799081
45,77,Pickens, SC,119224,34.809329,-82.686452
45,79,Richland, SC,384504,34.060483,-80.98649
45,81,Saluda, SC,19875,33.995666,-81.706529
45,83,Spartanburg, SC,284307,34.962731,-82.000163
45,85,Sumter, SC,107456,33.929411,-80.387303
45,87,Union, SC,28961,34.73195,-81.625389
45,89,Williamsburg, SC,34423,33.654581,-79.733271
45,91,York, SC,226073,34.991083,-81.06181
46,3,Aurora, SD,2710,43.694057,-98.531305
46,5,Beadle, SD,17398,44.368344,-98.226727
46,7,Bennett, SD,3431,43.208288,-101.786034
46,9,Bon Homme, SD,7070,42.965559,-97.860351
46,11,Brookings, SD,31965,44.312257,-96.786838
46,13,Brown, SD,36531,45.477807,-98.448464
46,15,Brule, SD,5255,43.762079,-99.188651
46,17,Buffalo, SD,1912,44.05926,-99.375243
46,19,Butte, SD,10110,44.672144,-103.761216
46,21,Campbell, SD,1466,45.802878,-100.101667
46,23,Charles Mix, SD,9129,43.173936,-98.516453
46,25,Clark, SD,3691,44.839529,-97.710087
46,27,Clay, SD,13864,42.811174,-96.93806
46,29,Codington, SD,27227,44.913901,-97.131386
46,31,Corson, SD,4050,45.764089,-100.924599
46,33,Custer, SD,8216,43.739996,-103.518429
46,35,Davison, SD,19504,43.706368,-98.041463
46,37,Day, SD,5710,45.364549,-97.520104
46,39,Deuel, SD,4364,44.736642,-96.658745
46,41,Dewey, SD,5301,45.116808,-101.117074
46,43,Douglas, SD,3002,43.37109,-98.357737
46,45,Edmunds, SD,4071,45.453502,-99.160435
46,47,Fall River, SD,7094,43.388192,-103.514809
46,49,Faulk, SD,2364,45.077019,-99.11707
46,51,Grant, SD,7356,45.205831,-96.652826
46,53,Gregory, SD,4271,43.182985,-99.278797
46,55,Haakon, SD,1937,44.130701,-101.577551
46,57,Hamlin, SD,5903,44.647395,-97.142214
46,59,Hand, SD,3431,44.529314,-98.990895
46,61,Hanson, SD,3331,43.658195,-97.780795
46,63,Harding, SD,1255,45.612413,-103.525357
46,65,Hughes, SD,17022,44.382662,-100.305241
46,67,Hutchinson, SD,7343,43.336046,-97.746735
46,69,Hyde, SD,1420,44.511151,-99.46011
46,71,Jackson, SD,3031,43.662756,-101.651749
46,73,Jerauld, SD,2071,44.087702,-98.562253
46,75,Jones, SD,1006,43.902516,-100.697764
46,77,Kingsbury, SD,5148,44.374375,-97.405002
46,79,Lake, SD,11200,44.002691,-97.10012
46,81,Lawrence, SD,24097,44.447051,-103.800718
46,83,Lincoln, SD,44828,43.427562,-96.746072
46,85,Lyman, SD,3755,43.951381,-99.721302
46,87,McCook, SD,5618,43.666866,-97.344878
46,89,McPherson, SD,2459,45.760167,-99.263772
46,91,Marshall, SD,4656,45.766216,-97.619971
46,93,Meade, SD,25434,44.296996,-103.288909
46,95,Mellette, SD,2048,43.548671,-100.814632
46,97,Miner, SD,2389,44.01589,-97.555355
46,99,Minnehaha, SD,169468,43.559391,-96.732329
46,101,Moody, SD,6486,44.019542,-96.65761
46,103,Pennington, SD,100948,44.064633,-103.213752
46,105,Perkins, SD,2982,45.711883,-102.322856
46,107,Potter, SD,2329,45.076727,-99.909039
46,109,Roberts, SD,10149,45.61302,-96.952207
46,111,Sanborn, SD,2355,44.006288,-98.149484
46,113,Shannon, SD,13586,43.186406,-102.487474
46,115,Spink, SD,6415,44.910381,-98.429642
46,117,Stanley, SD,2966,44.363198,-100.436337
46,119,Sully, SD,1373,44.710627,-100.121731
46,121,Todd, SD,9612,43.248143,-100.783743
46,123,Tripp, SD,5644,43.349802,-99.851545
46,125,Turner, SD,8347,43.301965,-97.115892
46,127,Union, SD,14399,42.702762,-96.600368
46,129,Walworth, SD,5438,45.520019,-100.313424
46,135,Yankton, SD,22438,42.902431,-97.394907
46,137,Ziebach, SD,2801,44.939041,-101.524925
47,1,Anderson, TN,75129,36.082029,-84.180288
47,3,Bedford, TN,45058,35.51241,-86.464741
47,5,Benton, TN,16489,36.071513,-88.09002
47,7,Bledsoe, TN,12876,35.612132,-85.195883
47,9,Blount, TN,123010,35.752926,-83.973022
47,11,Bradley, TN,98963,35.166015,-84.859341
47,13,Campbell, TN,40716,36.383124,-84.125923
47,15,Cannon, TN,13801,35.80032,-86.06262
47,17,Carroll, TN,28522,36.018048,-88.464475
47,19,Carter, TN,57424,36.318376,-82.201421
47,21,Cheatham, TN,39105,36.269635,-87.063974
47,23,Chester, TN,17131,35.436863,-88.622571
47,25,Claiborne, TN,32213,36.491598,-83.64175
47,27,Clay, TN,7861,36.553965,-85.560947
47,29,Cocke, TN,35662,35.947227,-83.174767
47,31,Coffee, TN,52796,35.454014,-86.124954
47,33,Crockett, TN,14586,35.789488,-89.122632
47,35,Cumberland, TN,56053,35.954565,-85.020109
47,37,Davidson, TN,626681,36.140596,-86.74545
47,39,Decatur, TN,11757,35.610752,-88.126566
47,41,DeKalb, TN,18723,35.966234,-85.838617
47,43,Dickson, TN,49666,36.106096,-87.345598
47,45,Dyer, TN,38335,36.058797,-89.359385
47,47,Fayette, TN,38413,35.203083,-89.470445
47,49,Fentress, TN,17959,36.365518,-84.93663
47,51,Franklin, TN,41052,35.206924,-86.116239
47,53,Gibson, TN,49683,35.938053,-88.876406
47,55,Giles, TN,29485,35.191241,-87.031071
47,57,Grainger, TN,22657,36.269199,-83.483361
47,59,Greene, TN,68831,36.177294,-82.833456
47,61,Grundy, TN,13703,35.341946,-85.720235
47,63,Hamblen, TN,62544,36.215973,-83.296406
47,65,Hamilton, TN,336463,35.093485,-85.205177
47,67,Hancock, TN,6819,36.517795,-83.23135
47,69,Hardeman, TN,27253,35.22229,-89.017224
47,71,Hardin, TN,26026,35.199678,-88.226837
47,73,Hawkins, TN,56833,36.462944,-82.873902
47,75,Haywood, TN,18787,35.586187,-89.267291
47,77,Henderson, TN,27769,35.648436,-88.402036
47,79,Henry, TN,32330,36.319164,-88.293739
47,81,Hickman, TN,24690,35.852522,-87.403679
47,83,Houston, TN,8426,36.304687,-87.70333
47,85,Humphreys, TN,18538,36.072233,-87.774505
47,87,Jackson, TN,11638,36.329916,-85.628303
47,89,Jefferson, TN,51407,36.067034,-83.453522
47,91,Johnson, TN,18244,36.450735,-81.843103
47,93,Knox, TN,432226,35.973839,-83.985913
47,95,Lake, TN,7832,36.357362,-89.468133
47,97,Lauderdale, TN,27815,35.762745,-89.54174
47,99,Lawrence, TN,41869,35.2351,-87.355853
47,101,Lewis, TN,12161,35.533806,-87.523745
47,103,Lincoln, TN,33361,35.107495,-86.574658
47,105,Loudon, TN,48556,35.759679,-84.286322
47,107,McMinn, TN,52266,35.425632,-84.598553
47,109,McNairy, TN,26075,35.177181,-88.542589
47,111,Macon, TN,22248,36.535537,-86.022066
47,113,Madison, TN,98294,35.650005,-88.822589
47,115,Marion, TN,28237,35.109364,-85.604158
47,117,Marshall, TN,30617,35.488656,-86.772777
47,119,Maury, TN,80956,35.623,-87.045667
47,121,Meigs, TN,11753,35.503802,-84.815615
47,123,Monroe, TN,44519,35.517149,-84.353878
47,125,Montgomery, TN,172331,36.551703,-87.352951
47,127,Moore, TN,6362,35.297553,-86.341444
47,129,Morgan, TN,21987,36.098632,-84.590381
47,131,Obion, TN,31807,36.396173,-89.080699
47,133,Overton, TN,22083,36.348292,-85.322853
47,135,Perry, TN,7915,35.652569,-87.858652
47,137,Pickett, TN,5077,36.566056,-85.141613
47,139,Polk, TN,16825,35.125651,-84.565986
47,141,Putnam, TN,72321,36.163405,-85.503295
47,143,Rhea, TN,31809,35.556242,-84.955218
47,145,Roane, TN,54181,35.882073,-84.524136
47,147,Robertson, TN,66283,36.484933,-86.832296
47,149,Rutherford, TN,262604,35.892016,-86.44798
47,151,Scott, TN,22228,36.453953,-84.506554
47,153,Sequatchie, TN,14112,35.354219,-85.392052
47,155,Sevier, TN,89889,35.861562,-83.580944
47,157,Shelby, TN,927644,35.131228,-89.894188
47,159,Smith, TN,19166,36.241092,-85.968484
47,161,Stewart, TN,13324,36.493717,-87.798679
47,163,Sullivan, TN,156823,36.531452,-82.394917
47,165,Sumner, TN,160645,36.398559,-86.536931
47,167,Tipton, TN,61081,35.478427,-89.748046
47,169,Trousdale, TN,7870,36.393982,-86.170445
47,171,Unicoi, TN,18313,36.149453,-82.396177
47,173,Union, TN,19109,36.243267,-83.816526
47,175,Van Buren, TN,5548,35.723509,-85.45447
47,177,Warren, TN,39839,35.695537,-85.792646
47,179,Washington, TN,122979,36.324631,-82.434713
47,181,Wayne, TN,17021,35.257711,-87.789817
47,183,Weakley, TN,35021,36.292721,-88.773558
47,185,White, TN,25841,35.939892,-85.487471
47,187,Williamson, TN,183182,35.920355,-86.85552
47,189,Wilson, TN,113993,36.201286,-86.404093
48,1,Anderson, TX,58458,31.776143,-95.687072
48,3,Andrews, TX,14786,32.32166,-102.542123
48,5,Angelina, TX,86771,31.312605,-94.714115
48,7,Aransas, TX,23158,28.030072,-97.071875
48,9,Archer, TX,9054,33.70449,-98.610345
48,11,Armstrong, TX,1901,35.085722,-101.392092
48,13,Atascosa, TX,44911,29.034632,-98.576202
48,15,Austin, TX,28417,29.853256,-96.221858
48,17,Bailey, TX,7165,34.216557,-102.745529
48,19,Bandera, TX,20485,29.703543,-99.036031
48,21,Bastrop, TX,74171,30.144282,-97.358916
48,23,Baylor, TX,3726,33.596338,-99.26133
48,25,Bee, TX,31861,28.396655,-97.736901
48,27,Bell, TX,310235,31.084262,-97.592082
48,29,Bexar, TX,1714773,29.479255,-98.525238
48,31,Blanco, TX,10497,30.185496,-98.393265
48,33,Borden, TX,641,32.746089,-101.426185
48,35,Bosque, TX,18212,31.86216,-97.576972
48,37,Bowie, TX,92565,33.436159,-94.203466
48,39,Brazoria, TX,313166,29.329215,-95.385415
48,41,Brazos, TX,194851,30.628865,-96.33059
48,43,Brewster, TX,9232,30.217438,-103.617388
48,45,Briscoe, TX,1637,34.440834,-101.232801
48,47,Brooks, TX,7223,27.204776,-98.144221
48,49,Brown, TX,38106,31.731622,-98.989458
48,51,Burleson, TX,17187,30.479774,-96.646318
48,53,Burnet, TX,42750,30.671778,-98.244836
48,55,Caldwell, TX,38066,29.852388,-97.686629
48,57,Calhoun, TX,21381,28.586063,-96.625056
48,59,Callahan, TX,13544,32.346951,-99.448422
48,61,Cameron, TX,406220,26.045736,-97.556998
48,63,Camp, TX,12401,32.990653,-94.98408
48,65,Carson, TX,6182,35.384076,-101.329281
48,67,Cass, TX,30464,33.079821,-94.299328
48,69,Castro, TX,8062,34.521244,-102.26892
48,71,Chambers, TX,35096,29.801262,-94.741728
48,73,Cherokee, TX,50845,31.904972,-95.211216
48,75,Childress, TX,7041,34.428815,-100.225433
48,77,Clay, TX,10752,33.828051,-98.245004
48,79,Cochran, TX,3127,33.687756,-102.737454
48,81,Coke, TX,3320,31.904324,-100.405638
48,83,Coleman, TX,8895,31.808605,-99.423304
48,85,Collin, TX,782341,33.099357,-96.693057
48,87,Collingsworth, TX,3057,34.863545,-100.216872
48,89,Colorado, TX,20874,29.661294,-96.536638
48,91,Comal, TX,108472,29.764495,-98.221819
48,93,Comanche, TX,13974,31.969672,-98.557373
48,95,Concho, TX,4087,31.280122,-99.859636
48,97,Cooke, TX,38437,33.610424,-97.137065
48,99,Coryell, TX,75388,31.239826,-97.828854
48,101,Cottle, TX,1505,34.019044,-100.300376
48,103,Crane, TX,4375,31.400898,-102.352002
48,105,Crockett, TX,3719,30.707106,-101.220153
48,107,Crosby, TX,6059,33.664489,-101.361212
48,109,Culberson, TX,2398,31.071834,-104.821069
48,111,Dallam, TX,6703,36.110008,-102.577929
48,113,Dallas, TX,2368139,32.808956,-96.788197
48,115,Dawson, TX,13833,32.73465,-101.949316
48,117,Deaf Smith, TX,19372,34.835104,-102.402042
48,119,Delta, TX,5231,33.37458,-95.704605
48,121,Denton, TX,662614,33.109148,-97.019684
48,123,DeWitt, TX,20097,29.101571,-97.313585
48,125,Dickens, TX,2444,33.534982,-100.852578
48,127,Dimmit, TX,9996,28.519099,-99.817579
48,129,Donley, TX,3677,34.94207,-100.85405
48,131,Duval, TX,11782,27.729918,-98.389589
48,133,Eastland, TX,18583,32.356034,-98.840622
48,135,Ector, TX,137130,31.864941,-102.3858
48,137,Edwards, TX,2002,29.977801,-100.19957
48,139,Ellis, TX,149610,32.423916,-96.815886
48,141,El Paso, TX,800647,31.782045,-106.375936
48,143,Erath, TX,37890,32.206569,-98.228806
48,145,Falls, TX,17866,31.260968,-96.950734
48,147,Fannin, TX,33915,33.561545,-96.175947
48,149,Fayette, TX,24554,29.8524,-96.897998
48,151,Fisher, TX,3974,32.77399,-100.413883
48,153,Floyd, TX,6446,34.042836,-101.376103
48,155,Foard, TX,1336,33.991937,-99.701195
48,157,Fort Bend, TX,585375,29.613217,-95.663045
48,159,Franklin, TX,10605,33.126081,-95.223453
48,161,Freestone, TX,19816,31.696374,-96.209634
48,163,Frio, TX,17217,28.845787,-99.107465
48,165,Gaines, TX,17526,32.760539,-102.658431
48,167,Galveston, TX,291309,29.424115,-95.013496
48,169,Garza, TX,6461,33.198856,-101.385674
48,171,Gillespie, TX,24837,30.272524,-98.905778
48,173,Glasscock, TX,1226,31.851318,-101.514268
48,175,Goliad, TX,7210,28.704105,-97.370374
48,177,Gonzales, TX,19807,29.476703,-97.50357
48,179,Gray, TX,22535,35.527957,-100.938403
48,181,Grayson, TX,120877,33.649485,-96.624643
48,183,Gregg, TX,121730,32.49808,-94.79133
48,185,Grimes, TX,26604,30.447103,-96.009259
48,187,Guadalupe, TX,131533,29.598985,-98.097778
48,189,Hale, TX,36273,34.145755,-101.739801
48,191,Hall, TX,3353,34.658133,-100.604341
48,193,Hamilton, TX,8517,31.761315,-98.099032
48,195,Hansford, TX,5613,36.213931,-101.273482
48,197,Hardeman, TX,4139,34.283002,-99.694647
48,199,Hardin, TX,54635,30.303364,-94.262169
48,201,Harris, TX,4092459,29.807479,-95.417454
48,203,Harrison, TX,65631,32.534967,-94.412978
48,205,Hartley, TX,6062,35.984331,-102.488764
48,207,Haskell, TX,5899,33.178592,-99.767465
48,209,Hays, TX,157107,30.00246,-97.935889
48,211,Hemphill, TX,3807,35.893959,-100.364036
48,213,Henderson, TX,78532,32.237902,-95.889717
48,215,Hidalgo, TX,774769,26.232452,-98.184054
48,217,Hill, TX,35089,31.998096,-97.174067
48,219,Hockley, TX,22935,33.586415,-102.33483
48,221,Hood, TX,51182,32.432951,-97.765687
48,223,Hopkins, TX,35161,33.124117,-95.586932
48,225,Houston, TX,23732,31.298935,-95.46482
48,227,Howard, TX,35012,32.242066,-101.464986
48,229,Hudspeth, TX,3476,31.420986,-105.641319
48,231,Hunt, TX,86129,33.085785,-96.095018
48,233,Hutchinson, TX,22150,35.6807,-101.448842
48,235,Irion, TX,1599,31.266676,-100.844201
48,237,Jack, TX,9044,33.198497,-98.168776
48,239,Jackson, TX,14075,28.961331,-96.594951
48,241,Jasper, TX,35710,30.736464,-93.994075
48,243,Jeff Davis, TX,2342,30.603582,-103.990284
48,245,Jefferson, TX,252273,30.01233,-94.067554
48,247,Jim Hogg, TX,5300,27.304609,-98.68362
48,249,Jim Wells, TX,40838,27.751904,-98.064602
48,251,Johnson, TX,150934,32.435783,-97.325793
48,253,Jones, TX,20202,32.711236,-99.808917
48,255,Karnes, TX,14824,28.856195,-97.864151
48,257,Kaufman, TX,103350,32.656168,-96.338534
48,259,Kendall, TX,33410,29.841299,-98.725533
48,261,Kenedy, TX,416,27.065647,-97.773573
48,263,Kent, TX,808,33.247856,-100.629728
48,265,Kerr, TX,49625,30.039931,-99.159771
48,267,Kimble, TX,4607,30.490095,-99.732497
48,269,King, TX,286,33.653281,-100.314415
48,271,Kinney, TX,3598,29.304886,-100.418801
48,273,Kleberg, TX,32061,27.492495,-97.857766
48,275,Knox, TX,3719,33.464244,-99.705702
48,277,Lamar, TX,49793,33.674176,-95.53564
48,279,Lamb, TX,13977,34.028478,-102.324158
48,281,Lampasas, TX,19677,31.09588,-98.116277
48,283,La Salle, TX,6886,28.336046,-99.249834
